intent,entity name,response,utter_link,utter_send_link,utter_ask_more
SYMPATHY_ANGER,WORK,"직장때문에 많은 사람들이 스트레스를 받더러군요. 하지만, 금융치료가 얼마 안남았으니 조금만 더 버텨볼까요? / 직장이 당신을 힘들게 하는군요. 그래도 한때는 당신이 꿈꿨던 직장이었음을 회상해 보며 그 시절의 느낌을 떠올려 보세요. / 직장은 누구에게나 쉽지 않은 것 같아요. 일기를 써보며 고단했던 하루를 마무리 해보세요.",편안한 마음으로 다시 생각해 보면서 이런 그림을 함께 보시면 어떨까요? 잠시라도 마음의 힐링이 되시기를 바래요! / 긍정적인 상상을 해보면서 마음을 편하게 가져보세요. 이런 그림과 함께 함께 마음의 힐링을 꿈꾸어 봐요! / 눈을 감고 잠시 마음을 가라앉혀 보면 어떨까요? 이런 그림을 함께 보면서 마음을 토닥여 주기로 해요!,https://mdl.artvee.com/sftb/300938rg.jpg,조금이나마 도움이 되셨나요? 다른 도움이 필요하시면 언제라도 저를 찾아 주세요. 저는 항상 곁에서 힘이 되어 드릴게요! / 조금이라도 힐링이 되셨기를 바래요. 다른 대화를 원하시면 언제라도 제게 말씀해 주세요. 저는 늘 이곳에서 기다리고 있을게요! / 조금이라도 도움이 되셨기를 바래요. 다른 대화를 원하시면 언제라도 불러주세요. 저는 똑똑하지는 않아도 따뜻한 마음의 친구가 되고 싶어요!
SYMPATHY_ANGER,TEACHER,선생님도 사람인지라 실수하곤 하죠. 어른들도 언제나 완벽할 순 없어요. / 선생님때문에 화가 나서 어떡해요. 배울 수 있는만 배우고 나머지는 신경쓰지 마세요. / 선생님때문에 화가 난다고 해서 혼자 마음에 담아두지 마세요. 찾아가서 둘만의 대화를 진솔하게 해보는 것이 어떨까요.,편안한 마음으로 다시 생각해 보면서 이런 그림을 함께 보시면 어떨까요? 잠시라도 마음의 힐링이 되시기를 바래요! / 긍정적인 상상을 해보면서 마음을 편하게 가져보세요. 이런 그림과 함께 함께 마음의 힐링을 꿈꾸어 봐요! / 눈을 감고 잠시 마음을 가라앉혀 보면 어떨까요? 이런 그림을 함께 보면서 마음을 토닥여 주기로 해요!,https://mdl.artvee.com/sftb/202570fg.jpg,조금이나마 도움이 되셨나요? 다른 도움이 필요하시면 언제라도 저를 찾아 주세요. 저는 항상 곁에서 힘이 되어 드릴게요! / 조금이라도 힐링이 되셨기를 바래요. 다른 대화를 원하시면 언제라도 제게 말씀해 주세요. 저는 늘 이곳에서 기다리고 있을게요! / 조금이라도 도움이 되셨기를 바래요. 다른 대화를 원하시면 언제라도 불러주세요. 저는 똑똑하지는 않아도 따뜻한 마음의 친구가 되고 싶어요!
SYMPATHY_ANGER,SOCIETY,사회라는 것은 세상을 돌아가게 하지만 한편으로는 억압을 하는 존재 같아요. 지친 나를 한번 돌아보는 것은 어떨까요. / 사회가 왜그럴까 보다는 이런 상황에서 찾을 수 있는 행복들을 찾아보면 어떨까요. / 사회에 모두가 만족하기는 쉽지 않고 이를 바꾸기란 너무나도 어려운 것 같아요. 우리가 사는 이 세상이 내맘같을 순 없으니 잠시라도 내가 좋아하는 것들을 해보며 생각을 전환해 보는 것이 어떨까요.,편안한 마음으로 다시 생각해 보면서 이런 그림을 함께 보시면 어떨까요? 잠시라도 마음의 힐링이 되시기를 바래요! / 긍정적인 상상을 해보면서 마음을 편하게 가져보세요. 이런 그림과 함께 함께 마음의 힐링을 꿈꾸어 봐요! / 눈을 감고 잠시 마음을 가라앉혀 보면 어떨까요? 이런 그림을 함께 보면서 마음을 토닥여 주기로 해요!,https://mdl.artvee.com/sftb/506027ld.jpg,조금이나마 도움이 되셨나요? 다른 도움이 필요하시면 언제라도 저를 찾아 주세요. 저는 항상 곁에서 힘이 되어 드릴게요! / 조금이라도 힐링이 되셨기를 바래요. 다른 대화를 원하시면 언제라도 제게 말씀해 주세요. 저는 늘 이곳에서 기다리고 있을게요! / 조금이라도 도움이 되셨기를 바래요. 다른 대화를 원하시면 언제라도 불러주세요. 저는 똑똑하지는 않아도 따뜻한 마음의 친구가 되고 싶어요!
SYMPATHY_ANGER,SIBLING,동생은 언제나 얄밉지만 귀여운 존재 같아요. 처음 동생을 봤을 때의 느낌을 다시 한번 떠올려 보면 어떨까요. / 동생을 타일러 보면 어떨까요. 혼자 답답해서 화를 내기보단 대화로 풀 수 있는 마지막 해결책이 있잖아요. / 동생이 언제나 귀엽기만 하면 얼마나 좋을까요. 그래도 혼자인 것 보단 함께할 수 있는 동생이 있으니 얼마나 든든해요.,편안한 마음으로 다시 생각해 보면서 이런 그림을 함께 보시면 어떨까요? 잠시라도 마음의 힐링이 되시기를 바래요! / 긍정적인 상상을 해보면서 마음을 편하게 가져보세요. 이런 그림과 함께 함께 마음의 힐링을 꿈꾸어 봐요! / 눈을 감고 잠시 마음을 가라앉혀 보면 어떨까요? 이런 그림을 함께 보면서 마음을 토닥여 주기로 해요!,https://mdl.artvee.com/sftb/206241fg.jpg,조금이나마 도움이 되셨나요? 다른 도움이 필요하시면 언제라도 저를 찾아 주세요. 저는 항상 곁에서 힘이 되어 드릴게요! / 조금이라도 힐링이 되셨기를 바래요. 다른 대화를 원하시면 언제라도 제게 말씀해 주세요. 저는 늘 이곳에서 기다리고 있을게요! / 조금이라도 도움이 되셨기를 바래요. 다른 대화를 원하시면 언제라도 불러주세요. 저는 똑똑하지는 않아도 따뜻한 마음의 친구가 되고 싶어요!
SYMPATHY_ANGER,SCHOOL,"원하던 학교의 모습이 아니라 화가 많이 나셨군요. 그렇지만, 현재 상황에 적응하며 행복해질 수 있을거라 믿어요. / 학교는 우리들의 일상의 한 부분에 불과해요. 화가나는 마음을 잊기에는 다른 재미난 것들을 시도해 보는 것이 정답이죠! / 학교가 마음에 안들어서 화가 나셨군요. 마음에 드는 점도 분명히 있을 거예요.",편안한 마음으로 다시 생각해 보면서 이런 그림을 함께 보시면 어떨까요? 잠시라도 마음의 힐링이 되시기를 바래요! / 긍정적인 상상을 해보면서 마음을 편하게 가져보세요. 이런 그림과 함께 함께 마음의 힐링을 꿈꾸어 봐요! / 눈을 감고 잠시 마음을 가라앉혀 보면 어떨까요? 이런 그림을 함께 보면서 마음을 토닥여 주기로 해요!,https://mdl.artvee.com/sftb/518321ld.jpg,조금이나마 도움이 되셨나요? 다른 도움이 필요하시면 언제라도 저를 찾아 주세요. 저는 항상 곁에서 힘이 되어 드릴게요! / 조금이라도 힐링이 되셨기를 바래요. 다른 대화를 원하시면 언제라도 제게 말씀해 주세요. 저는 늘 이곳에서 기다리고 있을게요! / 조금이라도 도움이 되셨기를 바래요. 다른 대화를 원하시면 언제라도 불러주세요. 저는 똑똑하지는 않아도 따뜻한 마음의 친구가 되고 싶어요!
SYMPATHY_ANGER,REPTILE,파충류를 보고 화가났군요. 그들도 누군가에게는 소중한 가족이라는 것을 잊지 말고 진정해 보세요. / 애파충류도 인간과 같은 생명체랍니다. 우리만 그들에게 화가나는 것은 아닐것 같네요.,편안한 마음으로 다시 생각해 보면서 이런 그림을 함께 보시면 어떨까요? 잠시라도 마음의 힐링이 되시기를 바래요! / 긍정적인 상상을 해보면서 마음을 편하게 가져보세요. 이런 그림과 함께 함께 마음의 힐링을 꿈꾸어 봐요! / 눈을 감고 잠시 마음을 가라앉혀 보면 어떨까요? 이런 그림을 함께 보면서 마음을 토닥여 주기로 해요!,https://mdl.artvee.com/sftb/503846ld.jpg,조금이나마 도움이 되셨나요? 다른 도움이 필요하시면 언제라도 저를 찾아 주세요. 저는 항상 곁에서 힘이 되어 드릴게요! / 조금이라도 힐링이 되셨기를 바래요. 다른 대화를 원하시면 언제라도 제게 말씀해 주세요. 저는 늘 이곳에서 기다리고 있을게요! / 조금이라도 도움이 되셨기를 바래요. 다른 대화를 원하시면 언제라도 불러주세요. 저는 똑똑하지는 않아도 따뜻한 마음의 친구가 되고 싶어요!
SYMPATHY_ANGER,PET,반려동물을 보고 화가났군요. 그들도 누군가에게는 소중한 가족이라는 것을 잊지말고 진정해 보세요. / 반려동물이 당신의 기분을 상하게 하려는 것은 아니였을 것이에요. 그들을 이해해보려고 노력해 보세요. / 반려동물도 인간과 같은 생명체랍니다. 우리만 그들에게 화가나는 것은 아닐것 같네요.,편안한 마음으로 다시 생각해 보면서 이런 그림을 함께 보시면 어떨까요? 잠시라도 마음의 힐링이 되시기를 바래요! / 긍정적인 상상을 해보면서 마음을 편하게 가져보세요. 이런 그림과 함께 함께 마음의 힐링을 꿈꾸어 봐요! / 눈을 감고 잠시 마음을 가라앉혀 보면 어떨까요? 이런 그림을 함께 보면서 마음을 토닥여 주기로 해요!,https://mdl.artvee.com/sftb/506027ld.jpg,조금이나마 도움이 되셨나요? 다른 도움이 필요하시면 언제라도 저를 찾아 주세요. 저는 항상 곁에서 힘이 되어 드릴게요! / 조금이라도 힐링이 되셨기를 바래요. 다른 대화를 원하시면 언제라도 제게 말씀해 주세요. 저는 늘 이곳에서 기다리고 있을게요! / 조금이라도 도움이 되셨기를 바래요. 다른 대화를 원하시면 언제라도 불러주세요. 저는 똑똑하지는 않아도 따뜻한 마음의 친구가 되고 싶어요!
SYMPATHY_ANGER,MOTHER,살다보면 어머니 마음이 이해가 되는 날이 있을거에요. 모두 사랑의 표현입니다. 어머니 때문에 속이 상하시군요. / 시간이 지나면 어머니 마음이 이해가 되는 날이 올거에요. 모두 사랑의 표현입니다. 어머니 때문에 속이 상하시군요.,편안한 마음으로 다시 생각해 보면서 이런 그림을 함께 보시면 어떨까요? 잠시라도 마음의 힐링이 되시기를 바래요! / 긍정적인 상상을 해보면서 마음을 편하게 가져보세요. 이런 그림과 함께 함께 마음의 힐링을 꿈꾸어 봐요! / 눈을 감고 잠시 마음을 가라앉혀 보면 어떨까요? 이런 그림을 함께 보면서 마음을 토닥여 주기로 해요!,https://mdl.artvee.com/sftb/602876sl.jpg,조금이나마 도움이 되셨나요? 다른 도움이 필요하시면 언제라도 저를 찾아 주세요. 저는 항상 곁에서 힘이 되어 드릴게요! / 조금이라도 힐링이 되셨기를 바래요. 다른 대화를 원하시면 언제라도 제게 말씀해 주세요. 저는 늘 이곳에서 기다리고 있을게요! / 조금이라도 도움이 되셨기를 바래요. 다른 대화를 원하시면 언제라도 불러주세요. 저는 똑똑하지는 않아도 따뜻한 마음의 친구가 되고 싶어요!
SYMPATHY_ANGER,MAMMALIA,포유류 동물을 보고 화가났군요. 그들도 누군가에게는 소중한 가족이라는 것을 잊지말고 진정해 보세요. / 포유류 친구들이 당신의 기분을 상하게 하려는 것은 아니였을 것이에요. 그들을 이해해보려고 노력해 보세요. / 포유류 동물도 인간과 같은 생명체랍니다. 우리만 그들에게 화가나는 것은 아닐것 같네요.,편안한 마음으로 다시 생각해 보면서 이런 그림을 함께 보시면 어떨까요? 잠시라도 마음의 힐링이 되시기를 바래요! / 긍정적인 상상을 해보면서 마음을 편하게 가져보세요. 이런 그림과 함께 함께 마음의 힐링을 꿈꾸어 봐요! / 눈을 감고 잠시 마음을 가라앉혀 보면 어떨까요? 이런 그림을 함께 보면서 마음을 토닥여 주기로 해요!,https://mdl.artvee.com/sftb/227002fg.jpg,조금이나마 도움이 되셨나요? 다른 도움이 필요하시면 언제라도 저를 찾아 주세요. 저는 항상 곁에서 힘이 되어 드릴게요! / 조금이라도 힐링이 되셨기를 바래요. 다른 대화를 원하시면 언제라도 제게 말씀해 주세요. 저는 늘 이곳에서 기다리고 있을게요! / 조금이라도 도움이 되셨기를 바래요. 다른 대화를 원하시면 언제라도 불러주세요. 저는 똑똑하지는 않아도 따뜻한 마음의 친구가 되고 싶어요!
SYMPATHY_ANGER,MONEY,"돈은 참 사람을 힘들게 하면서도 편리하게 하는 것 같아요. 당장은 눈에 보이는 돈때문에 화가나고 속상하고 할테지만 주변에서 당신을 지지하는 사람들을 떠올려보세요. / 돈으로 편리함과 풍족함을 얻을 순 있지만, 당신의 진정한 행복은 일상과 사람에게서 나오는 것 같아요. 소소한 행복을 누리면서 잠시나마 진정해보는 것이 어떨까요. / 돈은 있으면 너무 좋지만, 그렇다고 전부는 아닌 것 같아요. 당신의 화를 가라앉힐 수 있는 작은 행복한 일상의 추억을 떠올려보세요.",편안한 마음으로 다시 생각해 보면서 이런 그림을 함께 보시면 어떨까요? 잠시라도 마음의 힐링이 되시기를 바래요! / 긍정적인 상상을 해보면서 마음을 편하게 가져보세요. 이런 그림과 함께 함께 마음의 힐링을 꿈꾸어 봐요! / 눈을 감고 잠시 마음을 가라앉혀 보면 어떨까요? 이런 그림을 함께 보면서 마음을 토닥여 주기로 해요!,https://mdl.artvee.com/sftb/505623ld.jpg,조금이나마 도움이 되셨나요? 다른 도움이 필요하시면 언제라도 저를 찾아 주세요. 저는 항상 곁에서 힘이 되어 드릴게요! / 조금이라도 힐링이 되셨기를 바래요. 다른 대화를 원하시면 언제라도 제게 말씀해 주세요. 저는 늘 이곳에서 기다리고 있을게요! / 조금이라도 도움이 되셨기를 바래요. 다른 대화를 원하시면 언제라도 불러주세요. 저는 똑똑하지는 않아도 따뜻한 마음의 친구가 되고 싶어요!
